Date,HSN,Product Description,Origin,Destination,Qty,Price
31-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,129.99 MTS,$18609.60
31-08-2024,84483290,SPARE PARTS / ACCESSORIES / COMPONENT  FOR TEXTILE SPINNING MACHINERY - 909700950018-RETROFIT CL-C3 WASTE DISPOSAL RIGHT,India,Germany,2 NOS,$761.57
30-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 110550.00,$14125.14
30-08-2024,84483900,"RIVETLESS SPINNING CAN SIZE:  20"" X 30"" X 2.0 MM    WITH
- STAINLESS STEEL TOP RING - STAINLESS STEEL TOP BINDER
- IDENTIFICATION BAND   (COLOUR:- RED)  
- GALVANISHED BOTTOM PLATE - GALVANISED BOTTOM RING
- SET OF 3 NOS. BALL BEARING DUST PROOF CASTOR WHEELS
- BUT WITHOUT SPRING , TOP PLATE
'INCLUDING TOOL BOX ,  RIVETS ,  PUNCH ETC.   (ONLY CAN BODY)  
- NOTE: WITH FULLY CLOSED BOTTOM PLATE - FOR SOFT WASTE HANDLING AND WITHOUT SPRING AND TOP PLATES)  .
  (ACCESSORIES FOR TEXTILE - SPINNING MACHINERIES)",India,Indonesia,10 PCE,$365.00
29-08-2024,53050040,"COIR PITH-PLANK B-37 70% PITH 30% CHIPS 4626 PCS "" COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,Taiwan,KGS 12574.00,$6324.99
29-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,110.93 MTS,$13875.04
27-08-2024,53050040,"COIR PITH GROWBAGS-100X18X16CM 100% COCOPEAT - 8000 PCS  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,Spain,KGS 23429.00,$10718.39
27-08-2024,53050010,"COCONUT COIR FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 126670.00,$17294.18
27-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 165000.00,$24986.81
27-08-2024,53050010,"COCONUT  FIBER  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,109 MTS,$15170.55
27-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 126670.00,$17294.18
26-08-2024,53050040,"PITH BLOCK LEC  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,South Korea,42 MTS,$12547.63
26-08-2024,53050040,"PITH BLOCK HEC  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,South Korea,44.5 MTS,$9964.81
24-08-2024,55051090,NYLON YARN WASTE PA 6 TEXTILE PA 6 PA 6 TEXTILE WASTE. MATERIAL CODE: 10033995 ITEM: 00010.,India,Slovenia,KGS 10132.00,$14266.60
23-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 167600.00,$25633.31
23-08-2024,55051090,NYLON YARN WASTE PA 6  TEXTILE PA 6  PA 6 TEXTILE WASTE,India,Slovenia,KGS 12345.00,$17422.36
23-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,108.94 MTS,$15791.30
23-08-2024,53050010,"COCONUT FIBER  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 146220.00,$19816.99
22-08-2024,53050040,"5KG NON BUFFERED PALLETIZED BULK COCO COIR BLOCKS "" COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,United States,KGS 22650.00,$9181.58
22-08-2024,55051090,NYLON YARN WASTE PA 6  TEXTILE PA 6  PA 6 TEXTILE WASTE,India,Slovenia,KGS 13821.00,$19481.07
22-08-2024,53050010,"COCONUT FIBRE   COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,131.89 MTS,$16690.60
22-08-2024,53031010,"RAW JUTE FIBER DETL AS PER INV  JUTE AND OTHER TEXTILE BAST FIBRES EXCLUDING FLAX, TRUE HEMP AND RAMIE, RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,Saudi Arabia,KGS 4350.00,$5860.76
22-08-2024,53050040,"5KG NON BUFFERED PALLETIZED BULK COCO COIR BLOCKS "" COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,United States,KGS 22650.00,$9181.58
21-08-2024,53050010,"COCONUT FIBRE A QUALITY FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 125430.00,$17263.94
21-08-2024,53050000,"Coconut, abaca   (Manila hemp or Musa textiles Nee)  , ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres   (including yarn waste and garneted stock)  .",India,Ethiopia,0.1 UNT,$22556.22
21-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,128.8 MTS,$18467.33
21-08-2024,53050010,"COCONUT COIR FIBRE B QUALITY  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 106400.00,$13643.86
21-08-2024,53050040,"COIR PITH GROWBAGS-100X15X15CM 70% CHIPS 30% COCOPEAT 10000 PCS "" COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,Brazil,KGS 27000.00,$13652.03
20-08-2024,53050000,"Coconut, abaca   (Manila hemp or Musa textiles Nee)  , ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres   (including yarn waste and garneted stock)  .",India,Ethiopia,0.1 UNT,$7270.37
20-08-2024,53050010,"COCONUT FIBRE  COCONUT, ABACA MANILA HEMP OR MUSA TEXTILIS NEE, RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES INCLUDING YARN WASTE AND GARNETTED STOCK",India,China,KGS 109620.00,$16192.50
